city,coverage,providernum,state,speed12,speed11,speed10,speed9,speed8,speed7,speed6,speed5,speed4,speed3,speed2,speed1
orange,99.1,17,new-jersey,38.86,64.26,69.78,65.38,80.42,80.32,90.89,85.23,66.73,94,68.65,80.41
palisades-park,100,14,new-jersey,63.06,66.66,142.87,160.75,112.02,113.52,113.46,151.63,150.05,81.35,110.09,120.14
paramus,100,20,new-jersey,160.88,137.71,116.18,184.37,101.16,102.82,102.66,100.19,100.39,132.61,108.72,115.87
parlin,100,18,new-jersey,194.11,191.23,126.52,136.76,191.93,180.5,177.42,180.4,189.56,150.87,183.73,205.11
parsippany,100,23,new-jersey,83.33,83.5,90.78,88.39,93.6,73.95,81.5,92.25,92.55,100.05,83.62,80.74
passaic,100,14,new-jersey,95.54,92.79,100.55,91.63,373.05,117.33,97.03,105.89,146.47,146.58,159.78,149.84
paterson,100,21,new-jersey,102.38,93.16,105.77,133.95,97.3,128.13,147.52,136.8,154.67,191.99,193.06,180.75
penns-grove,98.4,11,new-jersey,121.38,59.33,264.06,72.81,117.14,35.23,72.43,41.8,36,145.13,194.51,96.66
pennsauken,99.9,17,new-jersey,128.01,127.56,99.87,82.75,266.97,145.7,95.81,79.48,94.77,123.49,102.97,157.3
perth-amboy,100,14,new-jersey,91.53,113.97,154.57,91.64,288.48,235.79,153.54,107.87,157.84,112.1,103.66,98.08
phillipsburg,100,17,new-jersey,38.08,36,35.23,41.66,87.69,86.15,44.66,51.31,47.2,47.42,47.43,39.65
piscataway,100,19,new-jersey,81.65,78.83,81.99,89.81,79.41,77.42,73.24,68.61,54.04,87.38,101.87,106.43
plainfield,99.9,21,new-jersey,196.25,146.14,101.95,110.78,143.23,208.09,153.91,135.6,150.97,96.91,123.77,131.15
plainsboro,98.1,17,new-jersey,92.19,85.09,97.91,91.63,93.13,115.76,102.37,88.44,97.34,98.02,98.61,101.85
pleasantville,99,15,new-jersey,136.71,113.15,158.1,215.79,209,130.38,108.53,103.65,145.64,238.31,214.61,186.66
point-pleasant-beach,100,11,new-jersey,54.97,50.48,30.53,45.63,39.33,68.12,50.96,73.11,55.68,92.13,135.09,152.73
princeton,95.8,22,new-jersey,164.47,138.32,211.64,209.8,237.33,223.3,235.31,172.96,170.54,225.66,189.51,221.98
princeton-junction,99.9,16,new-jersey,109.51,86.09,131.39,96.04,98.07,123.31,90.88,102.2,97.42,161.57,112.99,142.25
rahway,99.1,17,new-jersey,111.63,103.05,87.53,88.92,130.56,112.51,106.96,107.42,86.16,101.65,88.12,77.48
ramsey,100,20,new-jersey,107.08,121.81,102.34,127.03,120.1,119.81,93.63,112.85,142.04,137.37,125.04,128.02
randolph,100,17,new-jersey,102.2,85.41,94.69,108.59,100.1,118.75,82.28,170.48,80.21,100.41,109.39,90.84
red-bank,99.6,18,new-jersey,599.01,634.57,533.67,481.29,418.08,187.51,93.68,94.12,93.78,240.6,295.44,294.58
ridgewood,100,17,new-jersey,39.37,145.44,166.39,254.9,195.79,179.09,194.27,194.03,173.23,176.82,190.92,199.58
riverside,99,16,new-jersey,104.92,105.72,106.69,107.58,181.71,133.49,207.78,227.26,202.18,158.37,138.56,114.41
riverton,99.7,16,new-jersey,62.16,70.31,95.08,101.47,101.47,93.16,139.62,45.19,102.21,55.82,51.99,263.02
rockaway,100,17,new-jersey,79.3,93.25,97.26,93.52,127.09,130.87,107.3,141.83,140.8,131.54,155.72,149.37
roselle,100,16,new-jersey,95.55,80.25,96.99,100.04,191.2,91.96,133.91,84.32,80.42,119.32,104.8,129.81
roselle-park,99.2,14,new-jersey,74.43,81.15,94.48,113.85,108.53,106.87,105.88,194.96,188.06,112.62,118.09,113.64
rutherford,100,18,new-jersey,37.92,97.41,101.53,114.02,94.57,93.66,91.89,88.08,92.94,90.23,95.4,98.75
saddle-brook,100,20,new-jersey,94.87,90.71,121.52,98.06,78.88,79.77,90.76,90.72,185.39,153.13,112.5,97.81
sayreville,100,15,new-jersey,106.6,103.14,110.06,141.33,178.7,193.1,192.16,187.35,192.13,131.39,232.89,266.7
scotch-plains,99.2,17,new-jersey,104.76,120.19,120.83,101.99,129.32,166.46,127,133.35,212.3,159.27,159.03,158.44
secaucus,99.6,28,new-jersey,65.17,57.6,51.59,52.87,61.89,75.82,45.18,39.58,52.25,48.73,57.28,53.69
sewell,99.8,20,new-jersey,88.51,89.63,99.71,92.13,80.65,98.46,97.61,99.02,206.48,87.07,132.14,120.26
short-hills,99.9,17,new-jersey,83.22,116.42,148.74,149.5,145.73,216.94,439.53,160.78,158.74,149.19,145.2,244.99
sicklerville,99.2,16,new-jersey,128.57,116.36,128.58,101.2,100.39,253.25,97.21,126,165.54,127.41,137.78,121.7
somerset,99.4,18,new-jersey,135.87,111.45,172.48,215.65,303.93,259.8,150.64,160.39,215.54,234.62,171.8,166.88
somerville,99.5,22,new-jersey,98.14,112.68,95.45,136.34,142.79,105.77,133.55,126.21,106.82,126.37,97.03,133.97
south-amboy,100,13,new-jersey,121.36,103.78,222.25,131.32,92,91.79,92.13,92.01,92.21,92.2,92.22,92.22
south-orange,100,18,new-jersey,107.65,99.79,102.39,90.19,213.29,87.7,73.07,91.26,78.27,69.92,181.1,149.54
south-plainfield,99.3,22,new-jersey,138.1,113.36,108.95,129.93,107.47,117.3,115.62,97.18,97.14,166.19,102.42,127.8
south-river,99.9,18,new-jersey,29.81,50.48,44.56,35.58,107.58,69.95,74.17,54.98,59.05,53.72,64.66,30.33
sparta,100,13,new-jersey,30.26,38.91,42.01,29.88,28.64,36.84,40.71,33.18,33.77,30.11,36.38,31.36
springfield,99.6,21,new-jersey,98.21,102.74,99.44,98.93,123.23,139.04,143.36,198.13,405.6,257.96,272.48,115.38
summit,99,17,new-jersey,97.33,107.4,97.97,99.06,236.79,237.12,228.81,174.01,173.01,102.9,111.21,117.81
sussex,100,12,new-jersey,45.93,29.26,27.22,25.18,27.25,35.72,28.86,28.2,28.06,36.86,27.84,32.4
swedesboro,98.6,17,new-jersey,92.82,111.53,101.07,106.05,87.76,107.13,112.11,115.5,108.34,118.98,98.7,106.38
teaneck,100,16,new-jersey,91.05,94.07,89.55,91.61,93.57,99.5,90.92,99.26,111.15,123.47,131.31,130.09
tenafly,100,18,new-jersey,195.2,193.03,190.05,194.46,193.29,197.36,196.71,195.87,195.68,190.79,183.91,179.49
toms-river,99.3,18,new-jersey,122.35,126.07,147.39,140.13,137.61,85.63,105.84,89.13,118.37,145.35,146.31,144.98
trenton,98.5,26,new-jersey,107.03,103.2,111.01,110.37,163.1,140.66,98.2,98.5,111.2,144.88,86.98,97.24
tuckerton,99.7,12,new-jersey,89.27,112.85,107.42,89.69,252,62.82,61.93,44.36,98.94,267.27,266.76,265.3
union,99.8,17,new-jersey,127.43,135.03,113.33,114.69,131.2,175.51,91.82,91.71,103.47,98.57,100.81,97.64
union-city,100,16,new-jersey,64.16,94.34,91.35,98.25,108.37,138.56,98.62,103.64,168.29,101.47,123.02,122.88
verona,99.9,17,new-jersey,250.66,101.08,146.48,127.41,99.13,98.99,98.41,98.21,98.75,275.89,84.37,80.74
vincentown,97.8,12,new-jersey,124.2,82.43,85.03,80.95,80.75,81.91,79.89,82.49,98.75,86.16,91.61,90.77
vineland,97.7,18,new-jersey,212.88,87.87,113.02,127.34,309.2,118.36,102.11,143.68,114.15,146.44,153.38,146.32
voorhees,99.3,22,new-jersey,100.72,96.36,95.13,107.22,204.44,269.53,74.77,38.84,68.39,222.81,147.94,123.71
warren,100,18,new-jersey,83.13,111.65,77.57,102.69,110.84,143.42,110.79,117.98,112.34,111.94,112.07,157.96
washington,99.6,14,new-jersey,77.71,73.39,114.8,82.09,143.28,133.11,127.83,111.59,102.62,158.57,124.29,156.9
wayne,100,18,new-jersey,85.35,90.39,102.09,151.58,106.49,110.03,99.66,100.78,99.41,72.39,70.53,95.77
west-deptford,98.2,18,new-jersey,122.75,104.31,109.58,109.81,217.49,179.44,100.43,101.5,102.11,93.78,91.46,62.2
west-milford,100,11,new-jersey,106.55,108.35,156.75,115.26,113.15,114,86.31,106.55,163.88,144.32,155.81,162.99
west-new-york,100,18,new-jersey,108.45,110.62,99.55,121.92,105.76,65.98,105.53,120.5,101.95,102.55,107.57,137.46
west-orange,97.3,21,new-jersey,87.54,63.34,84.36,91.07,104.93,105.45,105.7,107.43,108.35,111.94,116.44,98.5
westfield,99.9,14,new-jersey,95.72,91.63,107.32,117.12,108.26,79.74,76.02,73.13,78.84,140.2,147.61,145.81
westwood,100,16,new-jersey,309.73,253.99,102.47,94.28,171.36,234.4,108.25,196.02,198.45,198.67,198.33,197.84
wildwood,99.5,11,new-jersey,70.6,77.32,109.68,96.23,52.49,124.99,153.12,98.1,21.08,98.2,124.54,116.56
williamstown,98.8,15,new-jersey,114.58,109.17,122.8,107.13,70.16,58.8,144.37,124.13,60.41,60.28,65.01,96.27
willingboro,100,11,new-jersey,108.3,105.28,103.08,86.95,91.34,83.69,140.54,143.52,125.45,142.43,106.21,86.11
woodbridge,97.5,19,new-jersey,103.7,100.25,98.91,99.67,124.8,134.34,89.87,99.83,155.63,107.37,114.95,126.42
wyckoff,100,17,new-jersey,90.77,91.33,94.59,84.58,89.66,107.28,99.34,88.62,99.19,104.46,91.81,136.58
alamogordo,98.4,13,new-mexico,42.64,40.17,60.57,53.3,82.19,81.66,49.41,54.65,55.97,54.72,55.16,53.85
albuquerque,98.3,26,new-mexico,59.35,58.54,60.29,65,66.3,83.01,70.67,72.49,72.53,73.28,72.84,73.56
anthony,83.7,12,new-mexico,10.73,9.82,4.89,4,11.24,12.18,14.01,3.91,5.05,34.76,16.96,5.24
artesia,87.7,10,new-mexico,6.92,6.4,4.97,14.83,7.26,18.28,15.02,9.42,12.82,9.35,20.4,14.12
aztec,80.6,9,new-mexico,37.28,43.14,49.45,21.19,31.91,29.21,57.26,30.01,41.95,5.08,26.2,26.91
belen,86.6,14,new-mexico,41.92,23.13,39.2,97.92,66.79,32.12,38.47,62.27,40.65,60.18,118.03,98.1
bernalillo,87,16,new-mexico,78.36,45.6,61.55,44.15,91.24,88.2,87.73,87.46,116.22,148.84,144.67,139.02
bloomfield,82.4,11,new-mexico,0.07,24.8,7.47,7.53,10.6,10.79,9.51,51.47,23.77,8.94,47.27,27.16
bosque-farms,88.8,12,new-mexico,3.72,114.56,53.82,38.47,49.92,20.21,19.13,30.25,17.74,36.7,5.76,8.27
carlsbad,94,13,new-mexico,42.01,43.71,44.55,59.92,57.36,54.34,52.55,43.95,47.38,39.34,40.51,48.34
chaparral,31.8,10,new-mexico,2.73,2.78,8.38,6.97,4.65,9.2,8.32,5.61,4.5,19.03,9.01,9.79
church-rock,7.9,9,new-mexico,0,0,0,0,0,0,0,0,0,0,0,0
clovis,94.8,9,new-mexico,125.05,124.48,151.86,105.64,97.52,104.86,141.37,118.01,105.8,97.46,139.25,157.88
corrales,99,15,new-mexico,117.51,59.83,86.83,81.22,107.04,91.62,85.26,74.32,74.75,100.47,117.98,101.83
crownpoint,0,6,new-mexico,6.82,27.17,27.48,5.14,27.12,21.68,131.77,25.31,5.96,31.19,11.51,58.68
cuba,6.6,9,new-mexico,2.31,2.42,1.09,0.67,13.12,21.65,42.3,0.14,1.74,12.19,18.98,58.78
deming,68.6,11,new-mexico,26.6,22.66,25.83,26.95,38.63,37.15,43.23,36.38,25.47,30.72,21.35,11.19
dexter,47.9,13,new-mexico,5.38,4.71,12.41,7.38,4.28,4.19,22.46,2.86,2.89,5.66,4.18,3.66
edgewood,77,14,new-mexico,39.18,37.55,36.96,26.56,47.01,46.74,45.97,23.59,31.73,38.96,43.26,48.33
espanola,51.7,11,new-mexico,6.21,8.65,9.78,10.75,10.01,10.19,10.77,8.38,9.62,9.31,10.87,9.25
farmington,92.2,14,new-mexico,70.09,60.37,72.84,66.16,134.67,129.03,94.59,122.37,145.41,101.91,83.3,82.91
fruitland,28.7,10,new-mexico,0,0,0,0,0,0,0,0,0,0,0,0
gallup,80.9,12,new-mexico,34.37,32.01,40.03,47.83,41.76,38.57,38.63,36.36,36.03,37.25,26.36,39.15
grants,6.9,9,new-mexico,8.58,8.35,8.81,11.61,13.2,12.05,17.75,10.95,16.41,17.22,53.68,70.97
hobbs,94.4,15,new-mexico,27.17,28.88,43.11,52.02,58.39,63.19,62.9,65.93,56.44,47.35,49.75,50.34
kirtland,98.8,11,new-mexico,0,48.02,57.72,67.18,0,44.49,0,0,0,38.78,2.43,0
la-mesa,37.3,10,new-mexico,0,0,87.42,0,0,0,4.75,0,0,0,0,0
laguna,12,10,new-mexico,4.63,43.8,249.17,3.48,2.09,3.01,3.31,4.4,2.54,3.84,2.56,317
las-cruces,92.8,16,new-mexico,58.07,58.2,76.82,78.36,96.51,120.75,74.92,98.74,109.2,109.4,88.9,93.12
las-vegas,40.1,10,new-mexico,21.26,31.82,28.16,14.22,20.71,37.58,138.5,28.56,19.17,49.24,20.77,22.33
los-alamos,99.1,15,new-mexico,59.8,57.79,69.44,57.35,68.43,67.25,74.1,63.73,71.6,76.24,63.71,79.68
los-lunas,87.2,13,new-mexico,59.07,47.11,58.27,60.66,88.7,81.65,91.81,81.64,82.25,94.62,101,116.32
lovington,88.5,11,new-mexico,43.69,30.77,48.17,47.07,27.48,46.2,53.61,69.3,41.68,74.25,36.02,35.29
mesquite,72.5,10,new-mexico,0,0,0,0,0,0,0,0,0,0,0,0
moriarty,53.9,14,new-mexico,15.9,5.46,5.26,15.3,7.82,29.17,14.45,10.21,17.96,20.03,17.01,10.41
placitas,96,15,new-mexico,42.53,46.08,69.84,74.43,53.53,107.05,59,80.33,88.18,81.4,90.41,73.25
portales,80.9,9,new-mexico,53.95,32.08,85.16,51.5,73.85,50.28,49.64,58.65,36.88,52.55,126.65,37.4
ranchos-de-taos,86.1,9,new-mexico,14.2,30.86,49.29,77.41,72.35,23.17,12.58,12.18,6.48,8.36,9.88,13.82
raton,14.8,7,new-mexico,17.65,5.44,5.19,17.72,16.35,9.63,11.61,11.78,88.88,10.94,6.62,7.93
rio-rancho,98.7,19,new-mexico,45.09,42.1,42.33,46.3,72.94,79.56,84.01,91.44,102.22,38.93,31.99,73.16
roswell,94.6,12,new-mexico,42.43,52.91,63.72,50.17,59.35,79.36,72.51,56.79,72.03,85.37,102.09,60.42
ruidoso,92.3,10,new-mexico,37.38,39.83,51.15,52.47,41.64,49.65,46.34,54.97,60.31,34.39,46.2,42.92
sandia-park,87,15,new-mexico,45.9,45.71,79.62,94.2,55.23,80.02,54.61,57.19,93.75,36.79,94.28,81.02
santa-fe,90.7,21,new-mexico,47.43,51.28,57.48,59.75,59.61,64.46,55.38,49.62,67.8,67.2,60.97,64.14
santa-teresa,99.3,11,new-mexico,59.8,32.65,46.96,62.29,19.91,18.31,55.33,59.16,109.61,154.45,66.44,57.32
shiprock,0,6,new-mexico,5.04,2.96,7.29,6.04,23.73,16.97,60.9,8.08,7.52,5.55,7.07,10.53
silver-city,87.3,12,new-mexico,14.57,22.5,37.26,37.79,38.82,40.99,41.69,48.98,42.85,75.18,54.12,307.41
socorro,0.4,10,new-mexico,26.23,31.99,21.72,10.48,26.33,29.66,37.06,15.56,20.19,31,27.39,27.91
sunland-park,99,9,new-mexico,24.46,97.65,93.39,92.91,0,22.85,93.85,28.24,22.99,0,0,0
taos,78.1,10,new-mexico,26.67,30.04,24.87,23.03,30.32,23.68,25.02,20.12,25.97,25.84,27.84,27.71
thoreau,10.5,8,new-mexico,0,0,0,0,0,0,0,0,0,0,0,0
tijeras,74.8,16,new-mexico,24.72,4.77,36.66,15.9,8.3,4.76,4.27,24.7,10.06,7.3,21.04,27.85
truth-or-consequences,93.3,8,new-mexico,23.92,10.91,17.88,28.59,38.4,39.86,41.23,43.68,38.27,26.91,17.29,36.04
tucumcari,7.1,7,new-mexico,60.55,45.41,44.83,30.81,17.41,23.5,76.4,4.7,22.09,6.05,6.37,34.7
tularosa,99.1,9,new-mexico,13.33,15.1,17.98,25.82,5.17,13.51,8.27,5.07,5.36,5.75,6.52,4.71
zuni,58.9,4,new-mexico,22.8,28.33,22.11,0,39.01,2.05,18.94,14.24,39.91,302.69,162.12,106.87
albany,100,23,new-york,64.38,66.72,76.63,73.86,77.5,104.37,109.24,92.06,81.71,97.68,100.37,101.94
amityville,100,13,new-york,90.44,98.43,160.74,106.02,111.52,106.75,154.49,122.74,131.69,147.09,121.72,115.39
amsterdam,95.8,13,new-york,65.03,66.47,66.83,66.64,69.1,77.13,82.77,62.8,62.34,86.75,96.91,96.8
arverne,99.5,13,new-york,78.74,148.47,185.73,160.5,172.61,97.69,98.68,58.73,56.63,92.09,118.7,80.89
astoria,100,21,new-york,103.15,111.63,114.06,109.16,124.87,111.73,110.47,110,107.56,112.08,116.39,121.25
auburn,97.1,14,new-york,23.83,21.46,28.97,17.65,28.55,62.93,48.48,21.31,53.39,52.22,53.95,50.16
baldwin,100,11,new-york,94.53,88.4,178.41,107.59,152.63,151.88,140.94,127.75,80.81,119.77,124.05,102.41
baldwinsville,99.7,13,new-york,34.73,23.42,19.24,33.94,43.98,102.21,101.2,76.28,132.68,102.07,106.31,105.71
ballston-spa,100,17,new-york,63.17,67.01,91.21,69.98,71.26,80.57,93.65,92.01,88.92,85.29,88.54,77.12
batavia,99.3,15,new-york,20.03,17.73,16.92,16.91,95.86,97.57,93.4,96.42,96.84,89.04,83.35,99.08
bay-shore,100,15,new-york,240,107.56,106.3,150.83,179.19,163.11,107.3,104.17,92.12,119.3,132.2,138.35
bayside,100,17,new-york,148.25,98.06,93.99,114.96,94.75,91.76,81.81,98.28,89.22,117.66,136.37,154.1
beacon,100,12,new-york,90.01,86.66,101.4,86.23,105.88,207.3,104.89,169.58,107.91,91.56,101.39,100.3
bellerose,100,14,new-york,76.49,75.14,78.12,99.39,121.54,95.02,138.92,77.54,38.2,174.27,210.8,211.97
bellmore,100,11,new-york,134.94,99.34,98.07,133.58,121.05,108.2,132.57,117.61,105.21,136.16,132.33,97.33
bethpage,100,14,new-york,91.92,99.15,131.44,131.28,63.02,94.33,78.96,84.86,143.36,157.29,140.23,102.38
binghamton,99.8,18,new-york,47.42,55.28,68.19,70.81,69.44,67.97,38.76,56.4,23.42,84.1,86.76,83.46
brentwood,100,16,new-york,116.67,118.21,119.19,143.86,102.78,105.21,104.43,164.84,175.27,108.25,105.25,106.49
brewster,99.8,19,new-york,105.64,99.87,91.5,102.12,88.75,125.64,128.11,114.85,97.42,113.99,126.84,117.66
brockport,100,16,new-york,24.63,21.72,14.49,18.98,57,74.24,56.17,43.62,40.18,34.26,82.02,83.85
bronx,100,31,new-york,85.3,85.77,86.37,101.96,132.69,120.38,102.98,102,105.08,117.71,117.99,135.27
bronxville,100,17,new-york,87.29,83.27,165.1,109.13,92.02,117.7,83.07,92.2,72.89,57.77,63.59,145.46
brooklyn,100,34,new-york,97.76,97.59,99.98,106.44,110.81,108.69,100.36,103.68,104.05,109.78,119.52,118.49
buffalo,100,26,new-york,38.76,24.34,23.86,24.69,53.64,68,69.28,63.61,60.51,74.51,82.62,85.81
cambria-heights,100,9,new-york,211.65,211.81,211.47,97.23,66.6,68.75,79.92,87.56,86.55,255.86,68.28,83.06
canandaigua,93.9,14,new-york,27.65,21.2,11.01,21.21,21.94,66.04,59.27,55.95,57.3,57.27,55.06,56.92
carmel,99.4,13,new-york,101.03,101.14,101.14,101.21,90.92,92.64,106.94,140.52,129.65,141.88,141.53,128.04
centereach,100,15,new-york,106.7,101.3,109.61,115.39,142.46,176.43,182.98,171.12,157.75,161.07,101.47,125.72
central-islip,100,14,new-york,181.07,103.96,109.1,141.18,157.67,165.16,168.54,108.6,103.18,102.5,108.65,144.79
cicero,100,14,new-york,27.47,19.09,15.53,24.8,36.78,77.73,86.19,78.3,96.23,75.85,77.42,86.23
clifton-park,100,16,new-york,63.11,67.04,90.19,98.08,97.27,87.65,99.34,103.7,100.61,101.56,96.24,98.39
cohoes,100,14,new-york,58.11,61.02,67.94,58.59,72.03,87.23,66.38,67.87,60.45,81.53,64.48,70.05
college-point,100,14,new-york,103.21,100.3,97.63,98.03,93.91,88.65,91.81,92.6,108.6,87.33,86.06,130.96
commack,100,18,new-york,123.57,105.69,133.97,110.37,148.02,147.97,138.26,112.11,98.96,119.41,96.18,112.44
copiague,100,11,new-york,90.46,180.97,104.37,148.13,204.02,217.06,207.3,172.14,194.6,159.24,145.21,111.03
coram,100,13,new-york,112.5,111.34,129.2,153.49,125.14,112.76,113.86,112.3,107.75,112.62,112.19,119.99
corning,98.7,12,new-york,18.65,18.85,26.71,26.24,44.44,69.7,76.9,72.89,84.56,91.35,89.53,94.69
corona,100,15,new-york,105.45,103.25,105.77,123.39,84.73,88.72,82.28,92.44,80.38,136.47,128.22,130.76
cortland,94.9,13,new-york,77.96,70.05,77.38,103.93,86.47,77.76,87.37,85.2,75.25,68.85,73.7,91.82
cortlandt-manor,100,15,new-york,124.11,113.57,135.57,146.85,147.01,146.38,108.2,107.38,108.64,146.5,168.13,127.26
deer-park,100,16,new-york,99.62,100.61,108.21,158.47,146.79,107.84,167.22,165.83,162.75,162.67,159.13,162.86
depew,100,14,new-york,21.83,15.99,22.54,14.65,52.74,83.46,55.78,56.68,67.22,89.97,95.33,83.68
east-amherst,100,13,new-york,18.67,24.85,12.18,14.69,34.15,62.36,109.48,157.27,83,80.03,105,78.34
east-aurora,99.7,12,new-york,21.29,19.71,13.31,15.36,25.14,75.88,67.47,82.93,60.52,64.68,69.28,55.18
east-elmhurst,85.8,16,new-york,103.42,106.75,122.02,99.41,96.87,100.84,70.12,98.58,98.43,153.39,133.95,291.56
east-meadow,100,16,new-york,110.51,85.79,87.51,93.74,88.67,90.42,88.68,104.51,91.19,102.94,100.76,84.84
east-northport,100,17,new-york,153.7,140.32,172.11,131.97,143.68,145.04,131.05,68.54,95.61,184.04,162.36,193.11
east-setauket,100,16,new-york,163.9,153.38,167.72,125.73,110.18,105.77,102.94,173.54,36.77,98.32,108.06,105.62
elmhurst,100,18,new-york,110.6,145.09,140.18,138.53,298.74,327.64,97.19,103.75,105.63,134.4,141.84,132.71
elmira,99,13,new-york,58.58,57.09,74.71,71.68,70.12,79.51,64.21,76.38,96.79,76.56,68.34,83.92
elmont,100,12,new-york,101.73,92.42,121.92,152.97,166.8,120,77.15,70.47,76.78,101.61,102.86,115.24
endicott,100,12,new-york,54.11,56.42,70.9,64.87,52.77,77.87,95.43,97.41,100.99,49.43,57.21,32.61
fairport,100,17,new-york,24.18,21.15,21.93,22.81,39.35,74.26,73.54,82.3,88.22,78.8,90.75,85.02
far-rockaway,100,17,new-york,106.97,140.36,120.3,117.41,93.06,109.18,94.42,117.37,93.54,108.89,136.18,120.89
farmingdale,100,20,new-york,118.29,118.78,110.35,163.98,109.19,137.86,117.24,26.91,107.77,129.35,110.96,109.57
farmingville,100,18,new-york,105.85,136.11,106.47,106.77,97.06,99.37,101.3,94.84,129.45,90.22,118.6,101.87
floral-park,100,16,new-york,113.7,227.18,129.9,146.31,229.18,230.56,230.27,226.35,122.9,116.17,140.8,157.46
flushing,100,20,new-york,82.26,104.92,105.37,103.22,118.5,92.64,113.03,131.93,180.9,118.27,121.45,127.88
forest-hills,100,17,new-york,98.67,106.13,146.15,141.21,130.13,112.36,180.31,153.45,161.77,165.05,151.84,145.94
franklin-square,100,11,new-york,74.19,83.11,151.96,146.12,141.19,138.3,141.75,155.63,124.21,142.8,113.48,114.13
freeport,100,14,new-york,109.31,138.08,118.09,103.86,102.34,90.61,117.98,159.94,190.6,162.31,136.2,170.68
fresh-meadows,100,17,new-york,97.66,105.05,100.06,123.9,106.04,98.47,137.23,130.67,198.71,140.14,124.92,141.01
fulton,97.3,10,new-york,18.87,18.63,22.57,19.22,215.55,222.16,78.91,71.48,79.37,98.45,79.86,94.08
gansevoort,99.5,11,new-york,57.99,79.76,68.97,62.58,69.27,77.82,86.7,51.02,19.87,71.97,40.18,95.64
garden-city,100,21,new-york,88.26,101.54,103.57,115.24,181.57,103.65,93.72,90.46,98.09,120.22,94.45,107.37
geneva,96.6,18,new-york,21.87,20.62,13.53,34.66,34.24,73.01,85.17,85.54,84.55,72.38,72.6,86.41
glen-cove,100,14,new-york,95.28,88.01,98.7,128.04,114.79,128.43,91.18,90.34,136.22,114.86,130.53,135.98
gloversville,99,8,new-york,66.29,100.47,108.1,106.48,90.43,103.62,66.82,102.68,81.18,61.4,102.76,88.5
grand-island,100,11,new-york,28.71,16.69,31.1,52.61,45.92,93.02,69.74,77.02,73.95,76.37,60.7,54.6
great-neck,100,22,new-york,147.26,147.34,148.8,147.86,146.42,139.73,94.31,129.67,129.69,147.91,180.54,494.4
hamburg,100,16,new-york,32.93,37.51,35.76,28.39,93.82,94.51,93.29,92.43,89.22,68.96,71.89,73.03
hempstead,100,15,new-york,100.9,154.17,146.76,172.14,179.28,97.41,82.1,85.95,148.03,152.98,155.52,137.26
hicksville,100,16,new-york,159.04,152.77,160.63,179.47,246.68,207.33,181.36,96.97,68.12,138.37,145.57,206.66
hilton,100,11,new-york,19.02,20.83,20.97,15.28,36.47,81.62,96.29,96.64,94.26,85.02,78.24,80.17
holbrook,100,17,new-york,103.73,107,84.59,90.82,126.99,96.91,65.45,78.1,105.7,107.48,105.48,180.13
hollis,100,15,new-york,78.15,108.5,97.21,195.62,92.05,98.92,200.48,135.72,92.84,96.73,98.83,212.39
hopewell-junction,99.9,14,new-york,98.83,92.06,96.13,84.45,102.06,81.35,104.07,106.87,103.69,90.43,88.38,138.73
horseheads,97.3,13,new-york,42.75,47.74,48.58,41.68,48.56,35.02,32.92,71.12,65.21,63.65,82.74,86.64
howard-beach,100,10,new-york,95.2,122.58,98.93,135.32,112.86,99.33,148.73,95.46,103.1,124.83,138.98,172.06
hudson,94.8,17,new-york,71.52,67.56,76.67,77.4,77.4,78.13,78.79,56.46,51,57.13,76.06,49.61
huntington,100,13,new-york,106.38,98.7,98.69,106.88,101.55,101.69,102.86,102.03,101.63,135.14,144.08,124.09
huntington-station,100,15,new-york,112.84,129.65,133.16,129.81,95.72,100.15,96.34,104.33,129.65,153.83,155.6,141.19
ithaca,99.8,19,new-york,58.65,85.46,81.89,80.5,85.82,88.97,80.18,92.54,88.94,88.89,86.61,97
jackson-heights,100,19,new-york,96.11,104,106.92,107.5,191.7,175.69,150.33,71.24,130.26,183.35,152.74,166.72
jamaica,100,21,new-york,99.55,101.51,100.14,101.26,142.4,110.89,120.3,109.64,106.06,107.26,118.32,131.3
jamestown,98.5,9,new-york,12.1,13.02,29.51,28.75,48.71,52.17,67.73,56.89,50.68,62.55,58.77,70.12
johnson-city,100,13,new-york,21.56,59.54,81.54,71.02,79.44,81.67,79.19,85.46,81.92,79.38,64.58,81.67
kew-gardens,100,18,new-york,93.39,105.95,111.45,142.95,144.49,122.14,145.72,118.96,144.76,146.36,144.94,99.48
kings-park,100,13,new-york,159.41,105.63,100.73,128.78,104.42,104.65,136.75,97.63,107.31,171.34,108.76,120.68
kingston,99,14,new-york,202.77,205.82,262.79,275.77,263.94,87.66,88.67,51.41,62.51,276.93,270.99,273.3
lancaster,100,13,new-york,16.9,19.99,18.26,11.6,61.07,63.19,88.97,94.06,92.53,76.79,62.33,84.96
latham,100,19,new-york,75.26,92.33,87.13,94.04,95.07,96.93,91.52,91.25,89.84,86.33,132.64,97.44
levittown,100,13,new-york,98.84,89.64,100.03,107.46,91.68,89.22,72.65,49.58,90.71,119.11,116.7,122.67
lindenhurst,100,11,new-york,110.03,136.49,135.28,144.37,99.49,99.14,99.21,99.06,100.8,120.82,122.67,136.74
little-neck,100,16,new-york,75.07,83.8,135.4,98.7,106.72,90.74,100.52,160.03,88.57,139.94,131.63,133.01
liverpool,100,18,new-york,97.46,94.13,93.58,93.33,100.17,220.62,123.99,126.69,120.2,77.45,75.04,72.82
